normalized_form	reading	senses
非難	ヒナン	criticism; blame; censure; attack; reproach
批判的	ヒハンテキ	critical; judgmental; censorious; negative
悲恋	ヒレン	blighted love; disappointed love
批判	ヒハン	criticism; judgement; judgment; comment
疲労	ヒロウ	fatigue; weariness; exhaustion; tiredness|fatigue (of metal, etc.)
披露宴	ヒロウエン	reception (e.g. wedding); banquet; celebration; party
比例	ヒレイ	proportion|proportional representation section (of an election)
批評	ヒヒョウ	criticism; critique; review; commentary
扉	トビラ	door; gate; opening|title page
疲弊	ヒヘイ	exhaustion; fatigue|impoverishment; (financial) exhaustion; ruin
疲れる	ツカレル	to get tired; to tire; to get fatigued; to become exhausted; to grow weary|to become worn out (of a well-used object)|to starve
比較的	ヒカクテキ	comparatively; relatively
疲れ	ツカレ	tiredness; fatigue
皮	カワ	skin; hide; pelt; fur|rind; peel; husk; bark|shell; sheath; wrapping|mask (hiding one's true nature); seeming
比率	ヒリツ	ratio; proportion; percentage
批准	ヒジュン	ratification
披露	ヒロウ	announcement; presentation; demonstration; displaying; showing; introducing; unveiling; revealing; performing
披瀝	ヒレキ	expressing one's opinion; speaking one's mind; making known; revealing
比重	ヒジュウ	specific gravity; relative density|relative importance; weight
革	カワ	leather
比べる	クラベル	to compare; to make a comparison (between)|to compete (on); to measure (one's strength, ability, etc. against another's)
比較	ヒカク	comparison
皮革	ヒカク	leather; hide
皮膚科	ヒフカ	dermatology
秘書	ヒショ	(private) secretary|treasured book; secret book
皮切り	カワキリ	beginning; start
被せる	カブセル	to cover (with something)|to put on (e.g. someone's head)|to pour liquid (on something); to dash liquid (over something)|to plate (something) with metal; to cover (with a dental crown)|to add (e.g. music to a video); to include (into something)
秘訣	ヒケツ	secret (method, trick, etc.); key (e.g. to success); mysteries (of an art, trade, etc.); recipe; trick
碑文	ヒブン	inscription; epitaph; epigraph
皮膚	ヒフ	skin
肥満	ヒマン	corpulence; fatness; obesity
肥える	コエル	to grow fat; to gain weight; to put on weight|to grow fertile (of soil)|to be discerning (of one's palate, eye, ear, etc.); to be discriminating; to be refined|to become rich; to become wealthy
皮肉	ヒニク	irony; sarcasm; cynicism; satire|unexpected; different from what one expected; not as one had planned|(only) surface; something superficial|skin and bone; body
肥	コエ	manure; night soil; dung; fertiliser; fertilizer
被告	ヒコク	defendant; the accused
秘める	ヒメル	to hide; to keep to oneself
秘話	ヒワ	secret story; unknown episode
被害	ヒガイ	(suffering) damage; injury; harm
被害者	ヒガイシャ	victim; injured party; sufferer
肥やし	コヤシ	manure; night soil; dung; fertiliser; fertilizer|something that will help one develop in the future
被災	ヒサイ	suffering (from a disaster); being hit (by an earthquake, typhoon, etc.); falling victim (to)
罷免	ヒメン	dismissal (from a position); discharge
被災者	ヒサイシャ	person affected by a disaster; afflicted person; victim; sufferer; survivor
秘密	ヒミツ	secret; secrecy; confidentiality; privacy|mystery|secret (e.g. to success)|esoteric teachings
皮膚病	ヒフビョウ	skin disease
被告人	ヒコクニン	accused; defendant; prisoner at the bar
肥大	ヒダイ	swelling; enlargement; becoming fat|hypertrophy
被爆	ヒバク	being bombed|being subjected to a nuclear bomb attack; being exposed to radiation from a nuclear bomb
被る	カブル	to put on (one's head); to wear; to have on; to pull over (one's head); to crown (oneself)|to be covered with (dust, snow, etc.); to pour (water, etc.) on oneself; to dash on oneself; to ship water|to bear (e.g. someone's debts, faults, etc.); to take (blame); to assume (responsibility); to shoulder (burden)|to overlap (e.g. sound or color)|to be similar; to be redundant
肥料	ヒリョウ	manure; fertilizer; fertiliser; compost
被写体	ヒシャタイ	(photographic) subject
費やす	ツイヤス	to spend; to expend; to consume|to waste; to squander; to throw away|to devote
非公式	ヒコウシキ	informal; unofficial
非常識	ヒジョウシキ	lack of common sense; thoughtlessness; senselessness; irrationality; absurdity
避暑	ヒショ	escaping the summer heat; going somewhere cooler during the summer; summering
非	ヒ	fault; error; mistake|going poorly; being disadvantageous; being unfavorable|un-; non-; an-
避妊	ヒニン	contraception; birth control
非公開	ヒコウカイ	private; non-public; secret; closed-door; closed
避難	ヒナン	taking refuge; finding shelter; evacuation; escape; seeking safe haven
非常	ヒジョウ	emergency|extreme; great; extraordinary; remarkable; unusual; terrible; severe
非常口	ヒジョウグチ	emergency exit
費用	ヒヨウ	cost; expense
被服	ヒフク	clothing
誹謗	ヒボウ	slander; abuse
飛び交う	トビカウ	to fly about; to flutter about; to flit about; to fly past each other
飛ばす	トバス	to let fly; to make fly; to send flying; to blow off (e.g. in the wind); to launch; to fire; to hurl; to shoot|to skip over; to leave out; to omit; to drop (e.g. a stitch); to fast-forward|to run fast; to drive fast; to gallop|to spray; to splash; to spatter|to say without reservation; to call out (e.g. a jeer); to rattle off (e.g. a joke)
飛行士	ヒコウシ	pilot
飛行機	ヒコウキ	airplane; aeroplane; plane; aircraft
飛行	ヒコウ	flight; flying; aviation
非行	ヒコウ	delinquency; misconduct
費	ヒ	cost; expense
非合法	ヒゴウホウ	illegal; unlawful
飛び出す	トビダス	to jump out; to leap out; to fly out; to run out; to rush out; to bolt out|to appear (suddenly); to emerge; to come out|to protrude; to project; to jut out; to stick out|to leave (a company, one's hometown, etc.); to run away (from home); to cut ties with|to start flying
飛行場	ヒコウジョウ	airfield; airport; aerodrome
飛躍	ヒヤク	leap; jump|stepping out into the wider world; becoming active on a wider stage; playing an active part (in)|rapid progress; dramatic development; making great strides; making a leap forward|leap (of logic); jump; gap (in an argument)
飛行船	ヒコウセン	airship; blimp
備え付ける	ソナエツケル	to provide; to furnish; to equip; to install
備考	ビコウ	note (for reference); remarks; N.B.
備え	ソナエ	preparation; provision; arrangements|defenses; guard; defensive posture|military formation; troop arrangement; deployment
微震	ビシン	slight earthquake
尾	オ	tail (of an animal); cauda|tail (of a kite, etc.); tail end|tail (of a comet)|slope at the foot of a mountain
美	ビ	beauty
微熱	ビネツ	slight fever
微細	ビサイ	minute; fine; detailed; subtle
備蓄	ビチク	stocking up (in case of emergency); stockpile; reserves; storing; laying in (supplies)
微笑む	ホホエム	to smile
微笑	ビショウ	smile
微塵	ミジン	particle; atom; little piece|not at all; not the slightest
美辞麗句	ビジレイク	flowery words; rhetorical flourishes
尾行	ビコウ	shadow; tail; following
琵琶	ビワ	biwa (Japanese lute)
眉	マユ	eyebrow; eyebrows
微生物	ビセイブツ	microbe; germ
微妙	ビミョウ	subtle; delicate; fine|difficult; complex; tricky; delicate (situation, position, etc.); close (e.g. decision)|doubtful; questionable; dicey|not great; iffy|slightly; somewhat; a little bit
尾根	オネ	(mountain) ridge
微小	ビショウ	microscopic
微量	ビリョウ	minuscule amount; extremely small quantity
美学	ビガク	esthetics; aesthetics
微塵切り	ミジンギリ	finely chopped (cooking)
美しい	ウツクシイ	beautiful; pretty; lovely; sweet; pure (heart, friendship, etc.)
眉毛	マユゲ	eyebrow
美化	ビカ	beautification; cleaning up; tidiying|glorification; idealization; romanticizing
美術	ビジュツ	art; fine arts
美術館	ビジュツカン	art museum; art gallery
美女	ビジョ	beautiful woman
美貌	ビボウ	beautiful face; good looks; beauty
美容	ビヨウ	beauty; good figure; (beautiful) appearance; (beautiful) features|beautification; beauty treatment; beauty culture; cosmetics
必ず	カナラズ	always; without exception; necessarily; certainly; without fail; positively; invariably
美点	ビテン	virtue; charm; merit; good point
美味しい	オイシイ	good(-tasting); nice; delicious; tasty|attractive (offer, opportunity, etc.); appealing; convenient; favorable; desirable; profitable
肘	ヒジ	elbow
必見	ヒッケン	must-see; not-to-be-missed
必携	ヒッケイ	indispensable; essential; must-have|handbook; manual; vade mecum
必然	ヒツゼン	inevitable; necessary; certain; sure|inevitability; necessity
鼻	ハナ	nose
美人	ビジン	beautiful woman; (a) beauty; belle; good-looker
鼻水	ハナミズ	nasal mucus; dripping nose; snot
美容師	ビヨウシ	beautician; cosmetician; hairdresser; hair stylist
必着	ヒッチャク	must arrive (no later than; e.g. of an application); must be received; must be delivered|must wear (e.g. a seatbelt); must have on
美容院	ビヨウイン	beauty parlour; beauty parlor; beauty salon; hairdressing salon
膝	ヒザ	knee|lap; knee and thigh (while sitting)
匹敵	ヒッテキ	to be a match for; to rival; to equal; to compare with; to be equivalent to
必然的	ヒツゼンテキ	inevitable; necessary
必勝	ヒッショウ	certain victory
必需	ヒツジュ	necessary
必修	ヒッシュウ	required (subject)
鼻先	ハナサキ	tip of nose|before one's eyes; under one's nose; in front of|tip (of something)
必需品	ヒツジュヒン	necessities; necessary article; requisite; essentials
必須	ヒッス	indispensable; essential; requisite; required; compulsory; necessary
筆	フデ	writing brush; paintbrush; pen|writing with a brush; drawing with a brush; penmanship; something drawn with a brush|writing (composing text); the written word|(land) lot; plot
必要性	ヒツヨウセイ	necessity; need
百貨店	ヒャッカテン	department store
必読	ヒツドク	must-read; required reading
標識	ヒョウシキ	sign; mark; marker; beacon|marker
10000000000	イチレイレイオク	10,000,000,000; ten billion
筆順	ヒツジュン	stroke order (esp. of a Chinese character)
標本	ヒョウホン	specimen; sample|(classic) example; type|sample
必要	ヒツヨウ	necessary; needed; essential; indispensable|necessity; need; requirement
氷	コオリ	ice|shaved ice (usually served with flavored simple syrup)
標準語	ヒョウジュンゴ	standard language (used in government, education, etc.)|standard Japanese
筆名	ヒツメイ	alias; pseudonym; pen name; nom de plume
100	ヒャク	hundred; 100
1000000	イチレイレイマン	1,000,000; one million; million|many
紐	ヒモ	string; cord|leash|man who is financially dependent on a woman; gigolo; pimp|restrictions; conditions|mantle (shellfish, etc.)
筆跡	ヒッセキ	handwriting|calligraphy specimen; example of penmanship; holograph
筆者	ヒッシャ	writer; author
標語	ヒョウゴ	motto; slogan; catchword
標高	ヒョウコウ	elevation; height above sea level
氷河	ヒョウガ	glacier
筆記	ヒッキ	writing down; taking notes; copying; noting|notes; writings|written examination; written test
標的	ヒョウテキ	target
百合	ユリ	lily (Lilium spp.)|yuri; genre of comics and novels about female homosexuality
